,Province_State,County,Party,TotalVotes,WinningVotes
624,Georgia,Franklin County,REP,10765,9069
625,Georgia,Fulton County,DEM,523779,380212
626,Georgia,Gilmer County,REP,16525,13429
627,Georgia,Glascock County,REP,1565,1402
628,Georgia,Glynn County,REP,41988,25617
629,Georgia,Gordon County,REP,24033,19405
630,Georgia,Grady County,REP,10707,7034
631,Georgia,Greene County,REP,11244,7066
632,Georgia,Gwinnett County,DEM,414023,241994
633,Georgia,Habersham County,REP,20431,16637
634,Georgia,Hall County,REP,90537,64183
635,Georgia,Hancock County,DEM,4153,2976
636,Georgia,Haralson County,REP,14246,12330
637,Georgia,Harris County,REP,19991,14319
638,Georgia,Hart County,REP,12728,9465
639,Georgia,Heard County,REP,5394,4519
640,Georgia,Henry County,DEM,122998,73443
641,Georgia,Houston County,REP,74838,41540
642,Georgia,Irwin County,REP,4168,3134
643,Georgia,Jackson County,REP,37675,29502
644,Georgia,Jasper County,REP,7644,5822
645,Georgia,Jeff Davis County,REP,5771,4695
646,Georgia,Jefferson County,DEM,7639,4058
647,Georgia,Jenkins County,REP,3455,2161
648,Georgia,Johnson County,REP,4100,2850
649,Georgia,Jones County,REP,14934,9940
650,Georgia,Lamar County,REP,9045,6331
651,Georgia,Lanier County,REP,3576,2509
652,Georgia,Laurens County,REP,22731,14493
653,Georgia,Lee County,REP,16714,12007
654,Georgia,Liberty County,DEM,21394,13104
655,Georgia,Lincoln County,REP,4641,3173
656,Georgia,Long County,REP,5657,3527
657,Georgia,Lowndes County,REP,46355,25692
658,Georgia,Lumpkin County,REP,15531,12163
659,Georgia,Macon County,DEM,4663,2858
660,Georgia,Madison County,REP,14937,11326
661,Georgia,Marion County,REP,3625,2275
662,Georgia,McDuffie County,REP,10455,6169
663,Georgia,McIntosh County,REP,6696,4016
664,Georgia,Meriwether County,REP,10877,6524
665,Georgia,Miller County,REP,2834,2066
666,Georgia,Mitchell County,REP,8962,4935
667,Georgia,Monroe County,REP,15590,11057
668,Georgia,Montgomery County,REP,3967,2960
669,Georgia,Morgan County,REP,11706,8231
670,Georgia,Murray County,REP,15389,12944
671,Georgia,Muscogee County,DEM,80514,49446
672,Georgia,Newton County,DEM,54234,29789
673,Georgia,Oconee County,REP,25168,16595
674,Georgia,Oglethorpe County,REP,8133,5592
675,Georgia,Paulding County,REP,85372,54517
676,Georgia,Peach County,REP,12553,6506
677,Georgia,Pickens County,REP,17167,14110
678,Georgia,Pierce County,REP,9047,7898
679,Georgia,Pike County,REP,10720,9127
680,Georgia,Polk County,REP,17396,13587
681,Georgia,Pulaski County,REP,4081,2815
682,Georgia,Putnam County,REP,11855,8291
683,Georgia,Quitman County,REP,1106,604
684,Georgia,Rabun County,REP,9568,7474
685,Georgia,Randolph County,DEM,3073,1671
686,Georgia,Richmond County,DEM,87009,59119
687,Georgia,Rockdale County,DEM,44681,31237
688,Georgia,Schley County,REP,2275,1800
689,Georgia,Screven County,REP,6627,3915
690,Georgia,Seminole County,REP,3888,2613
691,Georgia,Spalding County,REP,30211,18104
692,Georgia,Stephens County,REP,11885,9367
693,Georgia,Stewart County,DEM,1990,1182
694,Georgia,Sumter County,DEM,12148,6314
695,Georgia,Talbot County,DEM,3522,2114
696,Georgia,Taliaferro County,DEM,928,561
697,Georgia,Tattnall County,REP,8185,6054
698,Georgia,Taylor County,REP,3842,2420
699,Georgia,Telfair County,REP,4334,2825
700,Georgia,Terrell County,DEM,4416,2376
701,Georgia,Thomas County,REP,21872,12969
702,Georgia,Tift County,REP,16279,10784
703,Georgia,Toombs County,REP,10914,7873
704,Georgia,Towns County,REP,7979,6384
705,Georgia,Treutlen County,REP,3077,2101
706,Georgia,Troup County,REP,30047,18142
707,Georgia,Turner County,REP,3791,2349
708,Georgia,Twiggs County,REP,4444,2370
709,Georgia,Union County,REP,15558,12650
710,Georgia,Upson County,REP,12905,8606
711,Georgia,Walker County,REP,29354,23173
712,Georgia,Walton County,REP,51093,37839
713,Georgia,Ware County,REP,14189,9903
714,Georgia,Warren County,DEM,2650,1468
715,Georgia,Washington County,DEM,9477,4743
716,Georgia,Wayne County,REP,12779,9987
717,Georgia,Webster County,REP,1391,748
718,Georgia,Wheeler County,REP,2285,1583
719,Georgia,White County,REP,14816,12222
720,Georgia,Whitfield County,REP,36766,25644
721,Georgia,Wilcox County,REP,3279,2402
722,Georgia,Wilkes County,REP,5030,2823
723,Georgia,Wilkinson County,REP,4770,2665
724,Georgia,Worth County,REP,9285,6830
725,Hawaii,Hawaii County,DEM,87814,58731
726,Hawaii,Honolulu County,DEM,382114,238869
727,Hawaii,Kauai County,DEM,33497,21225
728,Hawaii,Maui County,DEM,71044,47305
729,Idaho,Ada County,REP,259389,130699
730,Idaho,Adams County,REP,2586,1941
731,Idaho,Bannock County,REP,39553,23331
732,Idaho,Bear Lake County,REP,3315,2914
733,Idaho,Benewah County,REP,4973,3878
734,Idaho,Bingham County,REP,20094,15295
735,Idaho,Blaine County,DEM,13289,8919
736,Idaho,Boise County,REP,4820,3485
737,Idaho,Bonner County,REP,27352,18369
738,Idaho,Bonneville County,REP,53995,37805
739,Idaho,Boundary County,REP,6313,4937
740,Idaho,Butte County,REP,1415,1202
741,Idaho,Camas County,REP,754,507
742,Idaho,Canyon County,REP,90438,61759
743,Idaho,Caribou County,REP,3416,2906
744,Idaho,Cassia County,REP,9629,7907
745,Idaho,Clark County,REP,311,264
746,Idaho,Clearwater County,REP,4419,3453
747,Idaho,Custer County,REP,2739,2089
748,Idaho,Elmore County,REP,10205,7246
749,Idaho,Franklin County,REP,6664,5845
750,Idaho,Fremont County,REP,6719,5548
751,Idaho,Gem County,REP,9958,7951
752,Idaho,Gooding County,REP,6050,4659
753,Idaho,Idaho County,REP,9602,7826
754,Idaho,Jefferson County,REP,14173,12099
755,Idaho,Jerome County,REP,7812,5734
756,Idaho,Kootenai County,REP,89878,62837
757,Idaho,Latah County,DEM,20570,10236
758,Idaho,Lemhi County,REP,4738,3592
759,Idaho,Lewis County,REP,1870,1489
760,Idaho,Lincoln County,REP,1940,1469
761,Idaho,Madison County,REP,17112,13559
762,Idaho,Minidoka County,REP,7993,6265
763,Idaho,Nez Perce County,REP,20967,13738
764,Idaho,Oneida County,REP,2451,2148
765,Idaho,Owyhee County,REP,4742,3819
766,Idaho,Payette County,REP,11293,8862
767,Idaho,Power County,REP,3086,2116
768,Idaho,Shoshone County,REP,6049,4216
769,Idaho,Teton County,DEM,6347,3318
770,Idaho,Twin Falls County,REP,36680,25897
771,Idaho,Valley County,REP,7063,3947
772,Idaho,Washington County,REP,5344,4154
773,Illinois,Adams County,REP,33527,24220
774,Illinois,Alexander County,REP,2618,1486
775,Illinois,Bond County,REP,8144,5625
776,Illinois,Boone County,REP,24979,13883
777,Illinois,Brown County,REP,2525,1931
778,Illinois,Bureau County,REP,17434,10411
779,Illinois,Calhoun County,REP,2773,2046
780,Illinois,Carroll County,REP,8024,5105
781,Illinois,Cass County,REP,5326,3625
782,Illinois,Champaign County,DEM,95568,57067
783,Illinois,Christian County,REP,16204,11563
784,Illinois,Clark County,REP,8355,6226
785,Illinois,Clay County,REP,6899,5629
786,Illinois,Clinton County,REP,19214,14304
787,Illinois,Coles County,REP,22606,14037
788,Illinois,Cook County,DEM,2321399,1725973
789,Illinois,Cook Suburbs,DEM,1176658,781238
790,Illinois,Crawford County,REP,9441,7043
791,Illinois,Cumberland County,REP,5850,4601
792,Illinois,De Witt County,REP,8024,5632
793,Illinois,DeKalb County,DEM,47989,24643
794,Illinois,Douglas County,REP,8760,6227
795,Illinois,DuPage County,DEM,485064,281222
796,Illinois,Edgar County,REP,8196,6193
797,Illinois,Edwards County,REP,3368,2833
798,Illinois,Effingham County,REP,19083,15006
799,Illinois,Fayette County,REP,10076,8055
800,Illinois,Ford County,REP,6967,5048
801,Illinois,Franklin County,REP,18669,13622
802,Illinois,Fulton County,REP,16724,9867
803,Illinois,Gallatin County,REP,2675,2019
804,Illinois,Greene County,REP,6227,4770
805,Illinois,Grundy County,REP,26753,16523
806,Illinois,Hamilton County,REP,4323,3432
807,Illinois,Hancock County,REP,9383,6906
808,Illinois,Hardin County,REP,2162,1691
809,Illinois,Henderson County,REP,3656,2394
810,Illinois,Henry County,REP,25700,15300
811,Illinois,Iroquois County,REP,14044,10877
812,Illinois,Jackson County,DEM,22716,11181
813,Illinois,Jasper County,REP,5586,4494
814,Illinois,Jefferson County,REP,17436,12476
815,Illinois,Jersey County,REP,11960,8712
816,Illinois,Jo Daviess County,REP,12495,7166
817,Illinois,Johnson County,REP,6450,5059
818,Illinois,Kane County,DEM,231876,130166
819,Illinois,Kankakee County,REP,50039,28532
820,Illinois,Kendall County,DEM,64205,33168
821,Illinois,Knox County,REP,23205,12009
822,Illinois,LaSalle County,REP,53683,30113
823,Illinois,Lake County,DEM,334156,204032
824,Illinois,Lawrence County,REP,6422,4886
825,Illinois,Lee County,REP,16440,9630
826,Illinois,Livingston County,REP,17174,12208
827,Illinois,Logan County,REP,13294,9136
828,Illinois,Macon County,REP,49387,28589
829,Illinois,Macoupin County,REP,24070,16153
830,Illinois,Madison County,REP,137558,76031
831,Illinois,Marion County,REP,17492,12678
832,Illinois,Marshall County,REP,6345,4197
833,Illinois,Mason County,REP,6766,4654
834,Illinois,Massac County,REP,6818,4997
835,Illinois,McDonough County,REP,12285,7027
836,Illinois,McHenry County,REP,164578,82260
837,Illinois,McLean County,DEM,87389,43933
838,Illinois,Menard County,REP,6954,4764
839,Illinois,Mercer County,REP,8914,5418
840,Illinois,Monroe County,REP,21206,14142
841,Illinois,Montgomery County,REP,13761,9544
842,Illinois,Morgan County,REP,15333,9950
843,Illinois,Moultrie County,REP,6744,4964
844,Illinois,Ogle County,REP,26340,16248
845,Illinois,Peoria County,DEM,83973,43578
846,Illinois,Perry County,REP,10071,7313
847,Illinois,Piatt County,REP,9851,6248
848,Illinois,Pike County,REP,7965,6332
849,Illinois,Pope County,REP,2175,1722
850,Illinois,Pulaski County,REP,2631,1699
851,Illinois,Putnam County,REP,3390,1993
852,Illinois,Randolph County,REP,14910,11076
853,Illinois,Richland County,REP,8063,6089
854,Illinois,Rock Island County,DEM,66817,36691
855,Illinois,Saline County,REP,11089,8103
856,Illinois,Sangamon County,REP,104751,53485
857,Illinois,Schuyler County,REP,3918,2773
858,Illinois,Scott County,REP,2741,2114
859,Illinois,Shelby County,REP,12097,9426
860,Illinois,St. Clair County,DEM,128104,68325
861,Illinois,Stark County,REP,2886,2004
862,Illinois,Stephenson County,REP,22048,12521
863,Illinois,Tazewell County,REP,69051,42513
864,Illinois,Union County,REP,8904,6161
865,Illinois,Vermilion County,REP,31642,20725
866,Illinois,Wabash County,REP,5607,4237
867,Illinois,Warren County,REP,7924,4676
868,Illinois,Washington County,REP,7921,6115
869,Illinois,Wayne County,REP,8499,7176
870,Illinois,White County,REP,7431,5791
871,Illinois,Whiteside County,REP,27375,14527
872,Illinois,Will County,DEM,346266,183915
873,Illinois,Williamson County,REP,33729,22801
874,Illinois,Winnebago County,DEM,127710,64056
875,Illinois,Woodford County,REP,21498,14799
876,Indiana,Adams County,REP,14209,10686
877,Indiana,Allen County,REP,169082,92083
878,Indiana,Bartholomew County,REP,36235,22410
879,Indiana,Benton County,REP,4114,3007
880,Indiana,Blackford County,REP,5350,3841
881,Indiana,Boone County,REP,38520,22351
882,Indiana,Brown County,REP,8981,5777
883,Indiana,Carroll County,REP,9495,7086
884,Indiana,Cass County,REP,15198,10552
885,Indiana,Clark County,REP,57869,33668
886,Indiana,Clay County,REP,12267,9499
887,Indiana,Clinton County,REP,12949,9334
888,Indiana,Crawford County,REP,4944,3483
889,Indiana,Daviess County,REP,11954,9576
890,Indiana,DeKalb County,REP,19628,14237
891,Indiana,Dearborn County,REP,25383,19528
892,Indiana,Decatur County,REP,12287,9575
893,Indiana,Delaware County,REP,48191,26827
894,Indiana,Dubois County,REP,21770,15033
895,Indiana,Elkhart County,REP,74387,46972
896,Indiana,Fayette County,REP,10136,7755
897,Indiana,Floyd County,REP,41802,23400
898,Indiana,Fountain County,REP,7986,6154
899,Indiana,Franklin County,REP,12000,9691
900,Indiana,Fulton County,REP,9147,6694
901,Indiana,Gibson County,REP,16161,11817
902,Indiana,Grant County,REP,27159,18543
903,Indiana,Greene County,REP,14784,11103
904,Indiana,Hamilton County,REP,193999,101587
905,Indiana,Hancock County,REP,42911,28996
906,Indiana,Harrison County,REP,20236,14565
907,Indiana,Hendricks County,REP,88505,53802
908,Indiana,Henry County,REP,21030,15043
909,Indiana,Howard County,REP,40630,26449
910,Indiana,Huntington County,REP,17829,13147
911,Indiana,Jackson County,REP,19238,14555
912,Indiana,Jasper County,REP,15475,11383
913,Indiana,Jay County,REP,8461,6361
914,Indiana,Jefferson County,REP,14697,9663
915,Indiana,Jennings County,REP,12251,9490
916,Indiana,Johnson County,REP,77618,51219
917,Indiana,Knox County,REP,16011,11655
918,Indiana,Kosciusko County,REP,35787,26499
919,Indiana,LaGrange County,REP,10633,8110
920,Indiana,LaPorte County,REP,49392,25997
921,Indiana,Lake County,DEM,219956,124870
922,Indiana,Lawrence County,REP,21025,15601
923,Indiana,Madison County,REP,51793,31215
924,Indiana,Marion County,DEM,389619,247772
925,Indiana,Marshall County,REP,19927,13844
926,Indiana,Martin County,REP,5144,4029
927,Indiana,Miami County,REP,14473,10925
928,Indiana,Monroe County,DEM,63151,39861
929,Indiana,Montgomery County,REP,17198,12659
930,Indiana,Morgan County,REP,36159,27512
931,Indiana,Newton County,REP,6591,4942
932,Indiana,Noble County,REP,19190,14195
933,Indiana,Ohio County,REP,3164,2392
934,Indiana,Orange County,REP,8832,6432
935,Indiana,Owen County,REP,9904,7286
936,Indiana,Parke County,REP,7011,5398
937,Indiana,Perry County,REP,8722,5345
938,Indiana,Pike County,REP,6220,4692
939,Indiana,Porter County,REP,86509,45008
940,Indiana,Posey County,REP,13236,9206
941,Indiana,Pulaski County,REP,5806,4246
942,Indiana,Putnam County,REP,16597,12278
943,Indiana,Randolph County,REP,11070,8312
944,Indiana,Ripley County,REP,14271,11261
945,Indiana,Rush County,REP,7932,6035
946,Indiana,Scott County,REP,10161,7328
947,Indiana,Shelby County,REP,19991,14568
948,Indiana,Spencer County,REP,10769,7357
949,Indiana,St. Joseph County,DEM,115238,59896
950,Indiana,Starke County,REP,10290,7466
951,Indiana,Steuben County,REP,16162,11327
952,Indiana,Sullivan County,REP,8994,6691
953,Indiana,Switzerland County,REP,4154,3133
954,Indiana,Tippecanoe County,DEM,71448,35017
955,Indiana,Tipton County,REP,8116,6110
956,Indiana,Union County,REP,3483,2688
957,Indiana,Vanderburgh County,REP,77662,41844
958,Indiana,Vermillion County,REP,7481,5184
959,Indiana,Vigo County,REP,43594,24545
960,Indiana,Wabash County,REP,14573,10762
961,Indiana,Warren County,REP,4472,3401
962,Indiana,Warrick County,REP,33829,21326
963,Indiana,Washington County,REP,12139,9114
964,Indiana,Wayne County,REP,27679,17567
965,Indiana,Wells County,REP,14050,10855
966,Indiana,White County,REP,11166,7957
967,Indiana,Whitley County,REP,17556,12862
968,Iowa,Adair County,REP,4177,2917
969,Iowa,Adams County,REP,2160,1530
970,Iowa,Allamakee County,REP,7422,4735
971,Iowa,Appanoose County,REP,6516,4512
972,Iowa,Audubon County,REP,3420,2295
973,Iowa,Benton County,REP,14642,9188
974,Iowa,Black Hawk County,DEM,66593,35647
975,Iowa,Boone County,REP,15340,8695
976,Iowa,Bremer County,REP,14546,8294
977,Iowa,Buchanan County,REP,10774,6420
978,Iowa,Buena Vista County,REP,8167,5056
979,Iowa,Butler County,REP,8098,5542
980,Iowa,Calhoun County,REP,5258,3689
981,Iowa,Carroll County,REP,11335,7737
982,Iowa,Cass County,REP,7276,4969
983,Iowa,Cedar County,REP,10703,6161
984,Iowa,Cerro Gordo County,REP,23801,12442
985,Iowa,Cherokee County,REP,6518,4495
986,Iowa,Chickasaw County,REP,6631,4308
987,Iowa,Clarke County,REP,4670,3144
988,Iowa,Clay County,REP,8969,6137
989,Iowa,Clayton County,REP,9594,6106
990,Iowa,Clinton County,REP,24687,13361
991,Iowa,Crawford County,REP,7154,4854
992,Iowa,Dallas County,REP,56022,27987
993,Iowa,Davis County,REP,4102,3032
994,Iowa,Decatur County,REP,3804,2615
995,Iowa,Delaware County,REP,10003,6666
996,Iowa,Des Moines County,REP,19956,10592
997,Iowa,Dickinson County,REP,11244,7438
998,Iowa,Dubuque County,REP,53926,27214
999,Iowa,Emmet County,REP,4853,3265
1000,Iowa,Fayette County,REP,10186,6145
1001,Iowa,Floyd County,REP,8032,4732
1002,Iowa,Franklin County,REP,5130,3422
1003,Iowa,Fremont County,REP,3857,2711
1004,Iowa,Greene County,REP,5057,3223
1005,Iowa,Grundy County,REP,7276,4929
1006,Iowa,Guthrie County,REP,6371,4272
1007,Iowa,Hamilton County,REP,7943,4956
1008,Iowa,Hancock County,REP,6172,4390
1009,Iowa,Hardin County,REP,8989,5850
1010,Iowa,Harrison County,REP,8155,5569
1011,Iowa,Henry County,REP,9982,6507
1012,Iowa,Howard County,REP,4958,3127
1013,Iowa,Humboldt County,REP,5327,3819
1014,Iowa,Ida County,REP,3849,2880
1015,Iowa,Iowa County,REP,9742,6009
1016,Iowa,Jackson County,REP,11135,6940
1017,Iowa,Jasper County,REP,20184,12084
1018,Iowa,Jefferson County,REP,8959,4443
1019,Iowa,Johnson County,DEM,83851,59177
1020,Iowa,Jones County,REP,10989,6572
1021,Iowa,Keokuk County,REP,5303,3797
1022,Iowa,Kossuth County,REP,9090,6275
1023,Iowa,Lee County,REP,16734,9773
1024,Iowa,Linn County,DEM,127458,70874
1025,Iowa,Louisa County,REP,5332,3500
1026,Iowa,Lucas County,REP,4630,3287
1027,Iowa,Lyon County,REP,6863,5707
1028,Iowa,Madison County,REP,9824,6507
1029,Iowa,Mahaska County,REP,11404,8297
1030,Iowa,Marion County,REP,19232,12663
1031,Iowa,Marshall County,REP,18136,9571
1032,Iowa,Mills County,REP,8268,5585
1033,Iowa,Mitchell County,REP,5822,3677
1034,Iowa,Monona County,REP,4728,3248
1035,Iowa,Monroe County,REP,4088,2975
1036,Iowa,Montgomery County,REP,5327,3659
1037,Iowa,Muscatine County,REP,20671,10823
1038,Iowa,O'Brien County,REP,7551,5861
1039,Iowa,Osceola County,REP,3328,2690
1040,Iowa,Page County,REP,7528,5319
1041,Iowa,Palo Alto County,REP,4958,3370
1042,Iowa,Plymouth County,REP,14188,10492
1043,Iowa,Pocahontas County,REP,3823,2826
1044,Iowa,Polk County,DEM,258755,146250
1045,Iowa,Pottawattamie County,REP,45744,26247
1046,Iowa,Poweshiek County,REP,10140,5657
1047,Iowa,Ringgold County,REP,2714,1968
1048,Iowa,Sac County,REP,5535,4061
1049,Iowa,Scott County,DEM,92599,46926
1050,Iowa,Shelby County,REP,6795,4697
1051,Iowa,Sioux County,REP,19051,15680
1052,Iowa,Story County,DEM,51038,29175
1053,Iowa,Tama County,REP,9048,5303
1054,Iowa,Taylor County,REP,3249,2463
1055,Iowa,Union County,REP,6185,4010
1056,Iowa,Van Buren County,REP,3791,2859
1057,Iowa,Wapello County,REP,15633,9516
1058,Iowa,Warren County,REP,31039,17782
1059,Iowa,Washington County,REP,11765,6971
1060,Iowa,Wayne County,REP,3109,2338
1061,Iowa,Webster County,REP,17822,10938
1062,Iowa,Winnebago County,REP,5970,3707
1063,Iowa,Winneshiek County,REP,12064,6235
1064,Iowa,Woodbury County,REP,45362,25736
1065,Iowa,Worth County,REP,4418,2738
1066,Iowa,Wright County,REP,6254,4136
1067,Kansas,Allen County,REP,5842,4155
1068,Kansas,Anderson County,REP,3720,2874
1069,Kansas,Atchison County,REP,7312,4826
1070,Kansas,Barber County,REP,2313,1992
1071,Kansas,Barton County,REP,10961,8480
1072,Kansas,Bourbon County,REP,6550,4910
1073,Kansas,Brown County,REP,4396,3206
1074,Kansas,Butler County,REP,31946,22250
1075,Kansas,Chase County,REP,1478,1114
1076,Kansas,Chautauqua County,REP,1634,1397
1077,Kansas,Cherokee County,REP,8945,6622
1078,Kansas,Cheyenne County,REP,1400,1158
1079,Kansas,Clark County,REP,1048,885
1080,Kansas,Clay County,REP,4134,3129
1081,Kansas,Cloud County,REP,4174,3182
1082,Kansas,Coffey County,REP,4448,3407
1083,Kansas,Comanche County,REP,904,745
1084,Kansas,Cowley County,REP,13911,9442
1085,Kansas,Crawford County,REP,16718,10045
1086,Kansas,Decatur County,REP,1458,1232
1087,Kansas,Dickinson County,REP,9246,7045
1088,Kansas,Doniphan County,REP,3674,2949
