,Province_State,County,Party,TotalVotes,WinningVotes
2409,Mississippi,Claiborne County,DEM,4453,3772
2410,Mississippi,Clarke County,REP,8347,5417
2411,Mississippi,Clay County,DEM,10206,5844
2412,Mississippi,Coahoma County,DEM,8507,6020
2413,Mississippi,Copiah County,DEM,12897,6470
2414,Mississippi,Covington County,REP,9371,5854
2415,Mississippi,DeSoto County,REP,76248,46462
2416,Mississippi,Forrest County,REP,31725,17290
2417,Mississippi,Franklin County,REP,4464,2923
2418,Mississippi,George County,REP,11064,9713
2419,Mississippi,Greene County,REP,5816,4794
2420,Mississippi,Grenada County,REP,10919,6081
2421,Mississippi,Hancock County,REP,20957,16132
2422,Mississippi,Harrison County,REP,75865,46822
2423,Mississippi,Hinds County,DEM,100191,73550
2424,Mississippi,Holmes County,DEM,8115,6588
2425,Mississippi,Humphreys County,DEM,4189,3016
2426,Mississippi,Issaquena County,DEM,676,355
2427,Mississippi,Itawamba County,REP,10826,9438
2428,Mississippi,Jackson County,REP,54623,36295
2429,Mississippi,Jasper County,DEM,8742,4341
2430,Mississippi,Jefferson County,DEM,3911,3327
2431,Mississippi,Jefferson Davis County,DEM,6213,3599
2432,Mississippi,Jones County,REP,30091,21226
2433,Mississippi,Kemper County,DEM,4732,2887
2434,Mississippi,Lafayette County,REP,23481,12949
2435,Mississippi,Lamar County,REP,28526,20704
2436,Mississippi,Lauderdale County,REP,31266,17967
2437,Mississippi,Lawrence County,REP,6617,4285
2438,Mississippi,Leake County,REP,9204,5228
2439,Mississippi,Lee County,REP,37003,24207
2440,Mississippi,Leflore County,DEM,10893,7648
2441,Mississippi,Lincoln County,REP,16818,11596
2442,Mississippi,Lowndes County,REP,27274,13800
2443,Mississippi,Madison County,REP,56335,31091
2444,Mississippi,Marion County,REP,12194,8273
2445,Mississippi,Marshall County,DEM,15830,8057
2446,Mississippi,Monroe County,REP,17279,11177
2447,Mississippi,Montgomery County,REP,5078,2917
2448,Mississippi,Neshoba County,REP,11720,8320
2449,Mississippi,Newton County,REP,10189,6997
2450,Mississippi,Noxubee County,DEM,5341,4040
2451,Mississippi,Oktibbeha County,DEM,19812,10299
2452,Mississippi,Panola County,REP,15635,8060
2453,Mississippi,Pearl River County,REP,24056,19595
2454,Mississippi,Perry County,REP,5922,4500
2455,Mississippi,Pike County,DEM,17360,8646
2456,Mississippi,Pontotoc County,REP,14377,11550
2457,Mississippi,Prentiss County,REP,10661,8370
2458,Mississippi,Quitman County,DEM,3229,2150
2459,Mississippi,Rankin County,REP,70655,50895
2460,Mississippi,Scott County,REP,10744,6285
2461,Mississippi,Sharkey County,DEM,2183,1465
2462,Mississippi,Simpson County,REP,11820,7635
2463,Mississippi,Smith County,REP,8327,6458
2464,Mississippi,Stone County,REP,7878,5964
2465,Mississippi,Sunflower County,DEM,9683,6781
2466,Mississippi,Tallahatchie County,DEM,5691,3105
2467,Mississippi,Tate County,REP,13101,8707
2468,Mississippi,Tippah County,REP,10102,8054
2469,Mississippi,Tishomingo County,REP,9147,7933
2470,Mississippi,Tunica County,DEM,3565,2580
2471,Mississippi,Union County,REP,12683,10373
2472,Mississippi,Walthall County,REP,7122,4220
2473,Mississippi,Warren County,DEM,21056,10442
2474,Mississippi,Washington County,DEM,18025,12503
2475,Mississippi,Wayne County,REP,10066,6307
2476,Mississippi,Webster County,REP,5402,4291
2477,Mississippi,Wilkinson County,DEM,4130,2749
2478,Mississippi,Winston County,REP,9244,5112
2479,Mississippi,Yalobusha County,REP,6538,3671
2480,Mississippi,Yazoo County,DEM,10441,5496
2481,Missouri,Adair County,REP,10336,6413
2482,Missouri,Andrew County,REP,9752,7255
2483,Missouri,Atchison County,REP,2814,2199
2484,Missouri,Audrain County,REP,10656,7732
2485,Missouri,Barry County,REP,15598,12425
2486,Missouri,Barton County,REP,6077,5168
2487,Missouri,Bates County,REP,8416,6597
2488,Missouri,Benton County,REP,10476,8109
2489,Missouri,Bollinger County,REP,5983,5167
2490,Missouri,Boone County,DEM,91168,50064
2491,Missouri,Buchanan County,REP,36598,22450
2492,Missouri,Butler County,REP,18141,14602
2493,Missouri,Caldwell County,REP,4682,3725
2494,Missouri,Callaway County,REP,21144,14815
2495,Missouri,Camden County,REP,24812,18850
2496,Missouri,Cape Girardeau County,REP,40328,28907
2497,Missouri,Carroll County,REP,4532,3706
2498,Missouri,Carter County,REP,2897,2451
2499,Missouri,Cass County,REP,57408,37197
2500,Missouri,Cedar County,REP,7044,5788
2501,Missouri,Chariton County,REP,4077,3111
2502,Missouri,Christian County,REP,46839,34920
2503,Missouri,Clark County,REP,3394,2672
2504,Missouri,Clay County,REP,126569,64605
2505,Missouri,Clinton County,REP,10888,7799
2506,Missouri,Cole County,REP,39529,26086
2507,Missouri,Cooper County,REP,8693,6272
2508,Missouri,Crawford County,REP,10973,8725
2509,Missouri,Dade County,REP,4119,3414
2510,Missouri,Dallas County,REP,8104,6619
2511,Missouri,Daviess County,REP,3911,3102
2512,Missouri,DeKalb County,REP,4843,3828
2513,Missouri,Dent County,REP,7142,5987
2514,Missouri,Douglas County,REP,7000,5898
2515,Missouri,Dunklin County,REP,10419,8135
2516,Missouri,Franklin County,REP,53685,38058
2517,Missouri,Gasconade County,REP,7923,6222
2518,Missouri,Gentry County,REP,3237,2581
2519,Missouri,Greene County,REP,141800,83630
2520,Missouri,Grundy County,REP,4437,3585
2521,Missouri,Harrison County,REP,3826,3198
2522,Missouri,Henry County,REP,10788,8027
2523,Missouri,Hickory County,REP,5080,3966
2524,Missouri,Holt County,REP,2343,1976
2525,Missouri,Howard County,REP,5092,3553
2526,Missouri,Howell County,REP,18650,15181
2527,Missouri,Iron County,REP,4592,3596
2528,Missouri,Jackson County,DEM,333063,199842
2529,Missouri,Jasper County,REP,52352,37728
2530,Missouri,Jefferson County,REP,116688,77046
2531,Missouri,Johnson County,REP,23123,15489
2532,Missouri,Knox County,REP,1854,1486
2533,Missouri,Laclede County,REP,16793,13762
2534,Missouri,Lafayette County,REP,17055,12273
2535,Missouri,Lawrence County,REP,17905,14426
2536,Missouri,Lewis County,REP,4609,3553
2537,Missouri,Lincoln County,REP,29018,21848
2538,Missouri,Linn County,REP,5726,4363
2539,Missouri,Livingston County,REP,6758,5267
2540,Missouri,Macon County,REP,7836,6076
2541,Missouri,Madison County,REP,5676,4584
2542,Missouri,Maries County,REP,4771,3892
2543,Missouri,Marion County,REP,13348,9915
2544,Missouri,McDonald County,REP,9053,7465
2545,Missouri,Mercer County,REP,1779,1541
2546,Missouri,Miller County,REP,12382,10176
2547,Missouri,Mississippi County,REP,4756,3537
2548,Missouri,Moniteau County,REP,7157,5744
2549,Missouri,Monroe County,REP,4483,3477
2550,Missouri,Montgomery County,REP,5772,4465
2551,Missouri,Morgan County,REP,9487,7442
2552,Missouri,New Madrid County,REP,7250,5447
2553,Missouri,Newton County,REP,28405,22120
2554,Missouri,Nodaway County,REP,9893,6865
2555,Missouri,Oregon County,REP,4739,3847
2556,Missouri,Osage County,REP,7539,6425
2557,Missouri,Ozark County,REP,4864,4064
2558,Missouri,Pemiscot County,REP,5735,4120
2559,Missouri,Perry County,REP,9447,7657
2560,Missouri,Pettis County,REP,19097,13854
2561,Missouri,Phelps County,REP,19568,13480
2562,Missouri,Pike County,REP,7695,5863
2563,Missouri,Platte County,REP,57270,28917
2564,Missouri,Polk County,REP,15064,11850
2565,Missouri,Pulaski County,REP,14414,10329
2566,Missouri,Putnam County,REP,2361,1984
2567,Missouri,Ralls County,REP,5662,4396
2568,Missouri,Randolph County,REP,10744,8018
2569,Missouri,Ray County,REP,11649,8345
2570,Missouri,Reynolds County,REP,3298,2733
2571,Missouri,Ripley County,REP,5717,4839
2572,Missouri,Saline County,REP,9519,6451
2573,Missouri,Schuyler County,REP,2003,1606
2574,Missouri,Scotland County,REP,1984,1560
2575,Missouri,Scott County,REP,17719,13769
2576,Missouri,Shannon County,REP,3906,3165
2577,Missouri,Shelby County,REP,3350,2700
2578,Missouri,St. Charles County,REP,222017,128389
2579,Missouri,St. Clair County,REP,4974,3932
2580,Missouri,St. Francois County,REP,28001,20511
2581,Missouri,St. Louis County,DEM,536446,328151
2582,Missouri,St. Louis city,DEM,133867,110089
2583,Missouri,Ste. Genevieve County,REP,9484,6630
2584,Missouri,Stoddard County,REP,13426,11484
2585,Missouri,Stone County,REP,18483,14800
2586,Missouri,Sullivan County,REP,2471,1974
2587,Missouri,Taney County,REP,26288,20508
2588,Missouri,Texas County,REP,11315,9478
2589,Missouri,Vernon County,REP,9185,7155
2590,Missouri,Warren County,REP,18375,13222
2591,Missouri,Washington County,REP,9976,8047
2592,Missouri,Wayne County,REP,5878,4987
2593,Missouri,Webster County,REP,18779,14880
2594,Missouri,Worth County,REP,1107,877
2595,Missouri,Wright County,REP,8739,7453
2596,Montana,Beaverhead County,REP,5661,3923
2597,Montana,Big Horn County,DEM,4784,2491
2598,Montana,Blaine County,DEM,3117,1589
2599,Montana,Broadwater County,REP,4097,3173
2600,Montana,Carbon County,REP,7101,4468
2601,Montana,Carter County,REP,864,775
2602,Montana,Cascade County,REP,39885,23315
2603,Montana,Chouteau County,REP,2974,1891
2604,Montana,Custer County,REP,5883,4205
2605,Montana,Daniels County,REP,1014,799
2606,Montana,Dawson County,REP,4837,3758
2607,Montana,Deer Lodge County,DEM,4891,2562
2608,Montana,Fallon County,REP,1575,1375
2609,Montana,Fergus County,REP,6531,4869
2610,Montana,Flathead County,REP,60258,38321
2611,Montana,Gallatin County,DEM,71507,37044
2612,Montana,Garfield County,REP,813,764
2613,Montana,Glacier County,DEM,5639,3610
2614,Montana,Golden Valley County,REP,503,414
2615,Montana,Granite County,REP,2102,1419
2616,Montana,Hill County,REP,7182,3957
2617,Montana,Jefferson County,REP,8191,5345
2618,Montana,Judith Basin County,REP,1344,1040
2619,Montana,Lake County,REP,16626,9322
2620,Montana,Lewis and Clark County,REP,42485,21409
2621,Montana,Liberty County,REP,1083,821
2622,Montana,Lincoln County,REP,11747,8672
2623,Montana,Madison County,REP,6113,4191
2624,Montana,McCone County,REP,1128,956
2625,Montana,Meagher County,REP,1110,833
2626,Montana,Mineral County,REP,2563,1828
2627,Montana,Missoula County,DEM,71986,43357
2628,Montana,Musselshell County,REP,2881,2423
2629,Montana,Park County,REP,11618,6025
2630,Montana,Petroleum County,REP,351,298
2631,Montana,Phillips County,REP,2386,1936
2632,Montana,Pondera County,REP,2995,2031
2633,Montana,Powder River County,REP,1136,970
2634,Montana,Powell County,REP,3195,2355
2635,Montana,Prairie County,REP,744,603
2636,Montana,Ravalli County,REP,28507,19114
2637,Montana,Richland County,REP,5798,4800
2638,Montana,Roosevelt County,REP,4028,1996
2639,Montana,Rosebud County,REP,3784,2486
2640,Montana,Sanders County,REP,7652,5660
2641,Montana,Sheridan County,REP,2030,1403
2642,Montana,Silver Bow County,DEM,18827,10392
2643,Montana,Stillwater County,REP,5741,4462
2644,Montana,Sweet Grass County,REP,2446,1840
2645,Montana,Teton County,REP,3695,2608
2646,Montana,Toole County,REP,2123,1596
2647,Montana,Treasure County,REP,460,373
2648,Montana,Valley County,REP,4272,3135
2649,Montana,Wheatland County,REP,1068,823
2650,Montana,Wibaux County,REP,598,516
2651,Montana,Yellowstone County,REP,83821,50772
2652,Nebraska,Adams County,REP,14653,10085
2653,Nebraska,Antelope County,REP,3583,3093
2654,Nebraska,Arthur County,REP,285,260
2655,Nebraska,Banner County,REP,411,362
2656,Nebraska,Blaine County,REP,317,280
2657,Nebraska,Boone County,REP,3226,2653
2658,Nebraska,Box Butte County,REP,5200,4002
2659,Nebraska,Boyd County,REP,1155,1010
2660,Nebraska,Brown County,REP,1684,1470
2661,Nebraska,Buffalo County,REP,23711,16640
2662,Nebraska,Burt County,REP,3739,2580
2663,Nebraska,Butler County,REP,4518,3542
2664,Nebraska,Cass County,REP,15326,10121
2665,Nebraska,Cedar County,REP,5015,4174
2666,Nebraska,Chase County,REP,2000,1740
2667,Nebraska,Cherry County,REP,3269,2844
2668,Nebraska,Cheyenne County,REP,4776,3813
2669,Nebraska,Clay County,REP,3570,2848
2670,Nebraska,Colfax County,REP,3726,2636
2671,Nebraska,Cuming County,REP,4459,3507
2672,Nebraska,Custer County,REP,6010,5090
2673,Nebraska,Dakota County,REP,6817,3926
2674,Nebraska,Dawes County,REP,4151,2931
2675,Nebraska,Dawson County,REP,9191,6524
2676,Nebraska,Deuel County,REP,1034,871
2677,Nebraska,Dixon County,REP,3094,2335
2678,Nebraska,Dodge County,REP,16938,10984
2679,Nebraska,Douglas County,DEM,276540,150350
2680,Nebraska,Dundy County,REP,1003,883
2681,Nebraska,Fillmore County,REP,3148,2359
2682,Nebraska,Franklin County,REP,1728,1437
2683,Nebraska,Frontier County,REP,1446,1229
2684,Nebraska,Furnas County,REP,2602,2163
2685,Nebraska,Gage County,REP,11119,7445
2686,Nebraska,Garden County,REP,1200,1016
2687,Nebraska,Garfield County,REP,1076,933
2688,Nebraska,Gosper County,REP,1121,893
2689,Nebraska,Grant County,REP,402,375
2690,Nebraska,Greeley County,REP,1259,1016
2691,Nebraska,Hall County,REP,24450,16189
2692,Nebraska,Hamilton County,REP,5566,4309
2693,Nebraska,Harlan County,REP,1934,1615
2694,Nebraska,Hayes County,REP,536,494
2695,Nebraska,Hitchcock County,REP,1470,1264
2696,Nebraska,Holt County,REP,5550,4769
2697,Nebraska,Hooker County,REP,442,376
2698,Nebraska,Howard County,REP,3511,2786
2699,Nebraska,Jefferson County,REP,3730,2616
2700,Nebraska,Johnson County,REP,2233,1518
2701,Nebraska,Kearney County,REP,3617,2822
2702,Nebraska,Keith County,REP,4369,3544
2703,Nebraska,Keya Paha County,REP,530,476
2704,Nebraska,Kimball County,REP,1877,1563
2705,Nebraska,Knox County,REP,4708,3721
2706,Nebraska,Lancaster County,DEM,157215,82293
2707,Nebraska,Lincoln County,REP,17163,13071
2708,Nebraska,Logan County,REP,450,407
2709,Nebraska,Loup County,REP,454,370
2710,Nebraska,Madison County,REP,15819,11940
2711,Nebraska,McPherson County,REP,302,275
2712,Nebraska,Merrick County,REP,4282,3419
2713,Nebraska,Morrill County,REP,2558,2113
2714,Nebraska,Nance County,REP,1832,1437
2715,Nebraska,Nemaha County,REP,3432,2428
2716,Nebraska,Nuckolls County,REP,2305,1857
2717,Nebraska,Otoe County,REP,8355,5649
2718,Nebraska,Pawnee County,REP,1429,1071
2719,Nebraska,Perkins County,REP,1545,1321
2720,Nebraska,Phelps County,REP,5021,4157
2721,Nebraska,Pierce County,REP,4012,3462
2722,Nebraska,Platte County,REP,15721,12186
2723,Nebraska,Polk County,REP,2887,2291
2724,Nebraska,Red Willow County,REP,5470,4525
2725,Nebraska,Richardson County,REP,4134,3073
2726,Nebraska,Rock County,REP,842,744
2727,Nebraska,Saline County,REP,5780,3631
2728,Nebraska,Sarpy County,REP,96193,51979
2729,Nebraska,Saunders County,REP,12786,9108
2730,Nebraska,Scotts Bluff County,REP,15524,10952
2731,Nebraska,Seward County,REP,9199,6490
2732,Nebraska,Sheridan County,REP,2684,2292
2733,Nebraska,Sherman County,REP,1700,1322
2734,Nebraska,Sioux County,REP,731,642
2735,Nebraska,Stanton County,REP,3165,2561
2736,Nebraska,Thayer County,REP,2989,2308
2737,Nebraska,Thomas County,REP,427,377
2738,Nebraska,Thurston County,REP,2379,1180
2739,Nebraska,Valley County,REP,2344,1901
2740,Nebraska,Washington County,REP,12467,8583
2741,Nebraska,Wayne County,REP,4218,3055
2742,Nebraska,Webster County,REP,1876,1511
2743,Nebraska,Wheeler County,REP,503,438
2744,Nebraska,York County,REP,7161,5337
2745,Nevada,Carson City,REP,29739,16113
2746,Nevada,Churchill County,REP,12890,9372
2747,Nevada,Clark County,DEM,972510,521852
2748,Nevada,Douglas County,REP,34125,21630
2749,Nevada,Elko County,REP,21967,16741
2750,Nevada,Esmeralda County,REP,487,400
2751,Nevada,Eureka County,REP,1017,895
2752,Nevada,Humboldt County,REP,7771,5877
2753,Nevada,Lander County,REP,2765,2198
2754,Nevada,Lincoln County,REP,2446,2067
2755,Nevada,Lyon County,REP,30238,20914
2756,Nevada,Mineral County,REP,2335,1423
2757,Nevada,Nye County,REP,25378,17528
2758,Nevada,Pershing County,REP,2320,1731
2759,Nevada,Storey County,REP,2877,1908
2760,Nevada,Washoe County,DEM,252142,128128
2761,Nevada,White Pine County,REP,4369,3403
2762,New Hampshire,Acworth,DEM,569,293
2763,New Hampshire,Albany,DEM,449,250
2764,New Hampshire,Alexandria,REP,1080,616
2765,New Hampshire,Allenstown,REP,2325,1233
2766,New Hampshire,Alstead,DEM,1189,684
2767,New Hampshire,Alton,REP,3903,2420
2768,New Hampshire,Amherst,DEM,8137,4796
2769,New Hampshire,Andover,DEM,1595,844
2770,New Hampshire,Antrim,REP,1584,779
2771,New Hampshire,Ashland,DEM,1218,632
2772,New Hampshire,Atkinson,REP,5104,2795
2773,New Hampshire,Auburn,REP,3930,2265
2774,New Hampshire,Barnstead,REP,2922,1698
2775,New Hampshire,Barrington,DEM,6004,3142
2776,New Hampshire,Bartlett,DEM,2170,1374
2777,New Hampshire,Bath,REP,623,353
2778,New Hampshire,Bedford,DEM,14739,7521
2779,New Hampshire,Belmont,REP,4052,2365
2780,New Hampshire,Bennington,REP,837,424
2781,New Hampshire,Benton,REP,235,143
2782,New Hampshire,Berlin,DEM,4065,2147
2783,New Hampshire,Bethlehem,DEM,1671,1021
2784,New Hampshire,Boscawen,REP,2040,1064
2785,New Hampshire,Bow,DEM,5512,3256
2786,New Hampshire,Bradford,DEM,1073,563
2787,New Hampshire,Brentwood,DEM,2914,1505
2788,New Hampshire,Bridgewater,REP,857,472
2789,New Hampshire,Bristol,REP,1871,994
2790,New Hampshire,Brookfield,REP,545,315
2791,New Hampshire,Brookline,DEM,3628,1903
2792,New Hampshire,Campton,DEM,2129,1120
2793,New Hampshire,Canaan,DEM,2086,1162
2794,New Hampshire,Candia,REP,2789,1702
2795,New Hampshire,Canterbury,DEM,1754,1009
2796,New Hampshire,Carroll,REP,538,267
2797,New Hampshire,Center Harbor,REP,792,407
2798,New Hampshire,Charlestown,REP,2481,1239
2799,New Hampshire,Chatham,REP,244,130
2800,New Hampshire,Chester,REP,3469,1951
2801,New Hampshire,Chesterfield,DEM,2392,1390
2802,New Hampshire,Chichester,REP,1736,930
2803,New Hampshire,Claremont,DEM,5813,2895
2804,New Hampshire,Clarksville,REP,183,108
2805,New Hampshire,Colebrook,REP,1074,630
2806,New Hampshire,Columbia,REP,351,235
2807,New Hampshire,Concord,DEM,23875,15511
2808,New Hampshire,Conway,DEM,5966,3411
2809,New Hampshire,Cornish,DEM,1109,679
2810,New Hampshire,Croydon,REP,513,319
2811,New Hampshire,Dalton,REP,528,295
2812,New Hampshire,Danbury,REP,725,414
2813,New Hampshire,Danville,REP,2816,1686
2814,New Hampshire,Deerfield,REP,3221,1786
2815,New Hampshire,Deering,REP,1158,670
2816,New Hampshire,Derry,REP,17894,9412
2817,New Hampshire,Dixville,DEM,5,5
2818,New Hampshire,Dorchester,REP,233,124
2819,New Hampshire,Dover,DEM,19229,12508
2820,New Hampshire,Dublin,DEM,1109,687
2821,New Hampshire,Dummer,REP,184,113
2822,New Hampshire,Dunbarton,REP,2030,1121
2823,New Hampshire,Durham,DEM,7810,5970
2824,New Hampshire,East Kingston,REP,1692,889
2825,New Hampshire,Easton,DEM,234,167
2826,New Hampshire,Eaton,DEM,309,188
2827,New Hampshire,Effingham,REP,926,526
2828,New Hampshire,Ellsworth,DEM,78,45
2829,New Hampshire,Enfield,DEM,2765,1777
2830,New Hampshire,Epping,REP,4437,2311
2831,New Hampshire,Epsom,REP,2927,1702
2832,New Hampshire,Errol,REP,223,148
2833,New Hampshire,Exeter,DEM,10336,6820
2834,New Hampshire,Farmington,REP,3433,2000
2835,New Hampshire,Fitzwilliam,REP,1367,682
2836,New Hampshire,Francestown,DEM,1152,592
2837,New Hampshire,Franconia,DEM,801,542
2838,New Hampshire,Franklin,REP,4178,2281
2839,New Hampshire,Freedom,DEM,1090,538
2840,New Hampshire,Fremont,REP,2839,1635
2841,New Hampshire,Gilford,REP,5313,2748
2842,New Hampshire,Gilmanton,REP,2500,1423
2843,New Hampshire,Gilsum,REP,516,263
2844,New Hampshire,Goffstown,REP,10196,5040
2845,New Hampshire,Gorham,DEM,1686,906
2846,New Hampshire,Goshen,REP,481,284
2847,New Hampshire,Grafton,REP,784,423
2848,New Hampshire,Grantham,DEM,2447,1669
2849,New Hampshire,Greenfield,DEM,1010,529
2850,New Hampshire,Greenland,DEM,2919,1723
2851,New Hampshire,Greenville,REP,1054,532
2852,New Hampshire,Groton,REP,380,232
2853,New Hampshire,Hampstead,REP,5897,3303
2854,New Hampshire,Hampton,DEM,11502,6150
2855,New Hampshire,Hampton Falls,REP,1720,863
2856,New Hampshire,Hancock,DEM,1298,875
2857,New Hampshire,Hanover,DEM,7117,6210
2858,New Hampshire,Harrisville,DEM,760,553
2859,New Hampshire,Harts Location,DEM,43,23
2860,New Hampshire,Haverhill,REP,2144,1180
2861,New Hampshire,Hebron,REP,523,267
2862,New Hampshire,Henniker,DEM,2711,1569
2863,New Hampshire,Hill,REP,635,403
2864,New Hampshire,Hillsborough,REP,3276,1722
2865,New Hampshire,Hinsdale,DEM,1915,1048
2866,New Hampshire,Holderness,DEM,1481,890
2867,New Hampshire,Hollis,DEM,5825,3277
2868,New Hampshire,Hooksett,REP,8585,4387
2869,New Hampshire,Hopkinton,DEM,4163,2688
2870,New Hampshire,Hudson,REP,14641,7744
2871,New Hampshire,Jackson,DEM,786,567
2872,New Hampshire,Jaffrey,DEM,3018,1528
2873,New Hampshire,Jefferson,REP,662,394
2874,New Hampshire,Keene,DEM,12929,8950
2875,New Hampshire,Kensington,DEM,1557,805
2876,New Hampshire,Kingston,REP,4102,2311
2877,New Hampshire,Laconia,REP,8955,4642
2878,New Hampshire,Lancaster,REP,1735,874
2879,New Hampshire,Landaff,REP,285,155
2880,New Hampshire,Langdon,DEM,412,206
2881,New Hampshire,Lebanon,DEM,7949,5895
2882,New Hampshire,Lee,DEM,2976,1957
2883,New Hampshire,Lempster,REP,726,440
2884,New Hampshire,Lincoln,DEM,923,513
2885,New Hampshire,Lisbon,REP,797,431
2886,New Hampshire,Litchfield,REP,5410,2824
2887,New Hampshire,Littleton,DEM,3115,1557
2888,New Hampshire,Londonderry,REP,15873,7905
2889,New Hampshire,Loudon,REP,3725,2152
2890,New Hampshire,Lyman,REP,385,208
2891,New Hampshire,Lyme,DEM,1305,1074
2892,New Hampshire,Lyndeborough,DEM,1138,564
2893,New Hampshire,Madbury,DEM,1312,824
2894,New Hampshire,Madison,DEM,1703,926
2895,New Hampshire,Manchester,DEM,52606,29464
2896,New Hampshire,Marlborough,DEM,1273,806
2897,New Hampshire,Marlow,DEM,496,277
2898,New Hampshire,Mason,REP,949,535
2899,New Hampshire,Meredith,REP,4407,2208
2900,New Hampshire,Merrimack,DEM,16697,8725
2901,New Hampshire,Middleton,REP,1042,643
2902,New Hampshire,Milan,REP,794,437
2903,New Hampshire,Milford,DEM,8961,4644
2904,New Hampshire,Millsfield,REP,21,16
2905,New Hampshire,Milton,REP,2539,1476
2906,New Hampshire,Monroe,REP,544,309
2907,New Hampshire,Mont Vernon,DEM,1778,1011
2908,New Hampshire,Moultonborough,REP,3664,1997
2909,New Hampshire,Nashua,DEM,45281,26770
2910,New Hampshire,Nelson,DEM,451,275
2911,New Hampshire,New Boston,REP,3934,2036
2912,New Hampshire,New Castle,DEM,904,619
2913,New Hampshire,New Durham,REP,1868,1109
2914,New Hampshire,New Hampton,REP,1539,810
2915,New Hampshire,New Ipswich,REP,3123,2099
2916,New Hampshire,New London,DEM,3194,2081
2917,New Hampshire,Newbury,DEM,1667,905
2918,New Hampshire,Newfields,DEM,1255,719
2919,New Hampshire,Newington,REP,639,325
2920,New Hampshire,Newmarket,DEM,6004,3953
2921,New Hampshire,Newport,REP,3138,1773
2922,New Hampshire,Newton,REP,2994,1680
2923,New Hampshire,North Hampton,DEM,3484,1987
2924,New Hampshire,Northfield,REP,2619,1435
2925,New Hampshire,Northumberland,REP,1056,614
2926,New Hampshire,Northwood,REP,2881,1483
2927,New Hampshire,Nottingham,DEM,3496,1769
2928,New Hampshire,Orange,REP,196,110
2929,New Hampshire,Orford,DEM,823,539
2930,New Hampshire,Ossipee,REP,2519,1487
2931,New Hampshire,Pelham,REP,8854,5253
2932,New Hampshire,Pembroke,DEM,4325,2189
2933,New Hampshire,Peterborough,DEM,4400,3090
2934,New Hampshire,Piermont,DEM,440,241
2935,New Hampshire,Pittsburg,REP,545,380
2936,New Hampshire,Pittsfield,REP,2095,1230
2937,New Hampshire,Plainfield,DEM,1685,1135
2938,New Hampshire,Plaistow,REP,4617,2504
2939,New Hampshire,Plymouth,DEM,3415,2214
2940,New Hampshire,Portsmouth,DEM,14701,10663
2941,New Hampshire,Randolph,DEM,277,186
2942,New Hampshire,Raymond,REP,6000,3517
2943,New Hampshire,Richmond,REP,719,413
2944,New Hampshire,Rindge,REP,3658,2144
2945,New Hampshire,Rochester,REP,16907,8367
2946,New Hampshire,Rollinsford,DEM,1736,951
2947,New Hampshire,Roxbury,DEM,144,92
2948,New Hampshire,Rumney,REP,956,527
2949,New Hampshire,Rye,DEM,4465,2781
2950,New Hampshire,Salem,REP,17841,9969
2951,New Hampshire,Salisbury,REP,925,517
2952,New Hampshire,Sanbornton,REP,2045,1134
2953,New Hampshire,Sandown,REP,3975,2273
2954,New Hampshire,Sandwich,DEM,1143,718
2955,New Hampshire,Seabrook,REP,4639,2595
2956,New Hampshire,Sharon,DEM,273,153
2957,New Hampshire,Shelburne,DEM,254,131
2958,New Hampshire,Somersworth,DEM,6071,3422
2959,New Hampshire,South Hampton,REP,652,326
2960,New Hampshire,Springfield,DEM,889,437
2961,New Hampshire,Stark,REP,295,188
2962,New Hampshire,Stewartstown,REP,413,291
2963,New Hampshire,Stoddard,REP,849,430
2964,New Hampshire,Strafford,REP,2802,1408
2965,New Hampshire,Stratford,DEM,300,159
2966,New Hampshire,Stratham,DEM,5485,3306
2967,New Hampshire,Sugar Hill,DEM,485,316
2968,New Hampshire,Sullivan,DEM,412,216
2969,New Hampshire,Sunapee,DEM,2431,1309
2970,New Hampshire,Surry,DEM,563,307
2971,New Hampshire,Sutton,DEM,1348,753
2972,New Hampshire,Swanzey,DEM,3830,2008
2973,New Hampshire,Tamworth,DEM,1768,899
2974,New Hampshire,Temple,DEM,961,518
2975,New Hampshire,Thornton,DEM,1731,958
2976,New Hampshire,Tilton,REP,2025,1044
2977,New Hampshire,Troy,REP,1117,583
2978,New Hampshire,Tuftonboro,REP,1900,1012
2979,New Hampshire,Unity,REP,892,531
2980,New Hampshire,Wakefield,REP,3270,1986
2981,New Hampshire,Walpole,DEM,2347,1470
2982,New Hampshire,Warner,DEM,1928,1050
2983,New Hampshire,Warren,REP,478,275
2984,New Hampshire,Washington,REP,797,467
2985,New Hampshire,Waterville,DEM,374,238
2986,New Hampshire,Weare,REP,5538,3213
2987,New Hampshire,Webster,REP,1241,669
2988,New Hampshire,Wentworth,REP,620,323
2989,New Hampshire,Wentworth's Location,REP,18,13
2990,New Hampshire,Westmoreland,DEM,1133,660
2991,New Hampshire,Whitefield,REP,1321,669
2992,New Hampshire,Wilmot,DEM,956,583
2993,New Hampshire,Wilton,DEM,2473,1330
2994,New Hampshire,Winchester,REP,2019,988
2995,New Hampshire,Windham,REP,9900,5196
2996,New Hampshire,Windsor,REP,129,91
2997,New Hampshire,Wolfeboro,REP,4777,2371
2998,New Hampshire,Woodstock,DEM,858,480
2999,New Jersey,Atlantic County,DEM,140441,73808
3000,New Jersey,Bergen County,DEM,497460,285967
